GeneSymb	GSM275676	GSM275677	GSM275678	GSM275679	GSM275680	GSM275681	GSM275682	GSM275683	GSM275684	GSM275685	GSM275686	GSM402417	GSM402418	GSM402419	GSM402420	GSM402421	GSM402422	GSM468593	GSM468594	GSM468595	GSM468596	GSM468597	GSM468598	GSM468599	GSM468600	GSM468601	GSM468602	GSM490043	GSM490044	GSM490045	GSM649496	GSM649497	GSM649498	GSM1230054_284_4795_04_03_2012.CEL	GSM1230055_284_4796_04_03_2012.CEL	GSM1230056_284_4797_04_03_2012.CEL
ADAMDEC1	 3.8836	 4.0141	 4.0137	 3.8170	 3.9116	 3.6741	 3.6713	 3.5790	 3.6534	 3.8136	 3.7755	 4.0473	 3.8159	 3.7573	 3.7826	 3.7708	 3.7137	 3.7842	 4.3180	 3.5239	 3.7695	 3.6454	 4.1901	 3.9368	 3.5899	 3.6083	 3.7798	 3.8130	 3.8598	 3.9247	 3.8196	 3.7372	 3.7334	 3.8146	 3.9355	 3.8473
ADAMTS1	 4.8784	 4.7382	 4.7025	 4.7425	 5.1180	 5.3168	 5.1412	 5.2293	 5.1129	 5.1989	 5.3530	 4.4405	 4.4995	 4.4325	 5.7106	 5.6456	 5.3023	 5.1947	 5.2359	 5.2604	 4.7038	 5.3336	 5.0149	 4.8020	 4.6200	 5.1405	 4.7459	 4.7641	 4.8514	 4.9251	 5.1335	 5.1897	 5.1672	 4.6857	 4.8643	 4.9906
ADAMTS10	 5.8513	 6.1696	 6.1563	 6.0424	 6.0803	 6.1590	 6.1795	 6.6417	 6.7307	 6.4637	 6.4063	 6.2753	 6.3651	 6.2722	 6.1236	 6.2069	 6.2554	 6.0848	 6.5220	 6.2335	 6.1270	 6.3639	 6.2401	 6.0657	 6.2943	 6.4137	 6.1524	 6.2824	 6.1326	 6.2009	 6.0853	 6.3023	 6.4950	 6.2196	 6.1130	 6.2833
ADAMTS12	 6.2078	 5.8450	 5.6537	 5.9130	 5.9443	 6.2414	 6.0260	 5.8623	 5.9637	 5.8595	 5.8738	 5.8162	 5.7649	 5.9384	 6.1539	 5.8797	 6.0073	 5.7291	 5.9784	 5.9466	 5.9915	 5.5496	 6.0811	 6.0347	 6.1244	 6.0526	 5.7791	 5.9754	 5.9250	 5.6831	 6.0691	 6.0650	 5.8427	 5.8268	 5.8028	 5.9540
ADAMTS13	 6.7474	 6.5147	 6.4346	 6.3129	 6.6706	 6.7457	 6.5696	 6.8183	 7.0924	 6.7502	 6.9166	 6.6721	 6.8377	 6.6635	 6.7085	 6.5183	 6.6306	 6.6113	 6.7127	 6.5461	 6.8006	 6.4728	 6.6073	 6.8677	 6.5856	 6.7939	 6.7197	 6.6578	 6.5035	 6.6703	 6.8048	 6.7067	 6.6875	 6.6642	 6.3986	 6.7687
ADAMTS14	 6.3328	 6.0455	 6.5369	 6.2513	 6.5226	 6.1644	 6.2016	 6.4783	 6.6235	 6.4280	 6.4911	 6.2312	 6.2879	 6.5606	 6.3442	 6.3930	 6.3927	 6.8331	 6.5155	 6.5212	 6.2005	 6.0032	 6.5940	 6.1105	 6.2300	 6.3979	 6.2768	 6.2272	 6.3425	 6.5103	 6.3358	 6.3502	 6.4436	 6.5192	 6.1351	 6.4256
ADAMTS15	 5.1080	 5.1865	 5.3254	 5.3236	 5.6492	 5.4856	 5.5208	 5.4150	 5.3691	 5.3246	 5.3852	 5.3779	 5.2102	 5.1114	 5.3997	 5.4031	 5.5693	 5.2500	 5.4881	 5.3514	 5.1666	 5.0640	 5.3064	 5.5666	 5.5046	 5.5020	 5.2532	 5.3839	 5.1886	 5.1682	 5.3932	 5.4884	 5.4493	 5.1230	 5.3835	 5.2342
ADAMTS16	 5.6377	 5.8070	 5.8088	 5.6658	 6.0988	 5.9399	 5.6761	 6.3200	 6.0552	 6.0479	 6.0021	 5.9059	 6.0497	 5.9876	 5.8896	 5.6984	 5.9578	 6.0889	 6.5482	 6.0678	 5.7023	 5.7219	 5.9488	 5.6512	 5.7594	 5.9646	 5.6949	 6.1779	 5.8398	 5.7302	 5.8728	 6.0255	 5.8427	 5.9547	 5.8461	 5.9470
ADAMTS17	 5.6410	 5.5479	 5.5632	 5.4666	 4.9020	 5.0848	 5.0176	 4.8679	 5.0982	 4.8032	 4.7259	 5.0202	 4.8271	 5.2446	 5.5010	 5.3343	 5.1135	 5.1685	 5.0934	 5.0756	 5.2591	 4.9330	 5.4212	 5.3440	 5.3210	 5.1756	 4.9433	 5.1647	 5.1775	 5.3679	 5.1565	 5.1979	 4.9764	 5.3568	 5.0863	 5.2670
ADAMTS18	 5.2208	 5.0390	 5.2348	 5.1284	 4.8721	 5.0329	 4.9881	 5.0499	 4.9433	 5.0359	 4.9895	 4.9240	 5.0810	 4.9210	 5.0575	 4.9803	 5.3174	 5.1186	 5.0202	 4.9599	 5.2415	 4.5953	 5.0997	 5.1542	 5.2442	 5.0469	 4.9882	 5.0307	 5.1121	 4.9783	 5.1096	 4.9688	 5.0816	 5.0287	 4.8585	 5.2339
ADAMTS19	 4.3048	 4.1727	 3.9342	 4.1046	 7.6270	 7.5572	 7.6549	 8.2546	 8.4620	 8.4487	 8.0241	 6.9691	 7.2082	 7.2163	 6.0642	 6.0119	 5.9383	 7.8558	 7.5997	 8.0749	 8.1133	 8.0753	 5.3661	 5.1333	 5.3689	 5.1004	 4.9922	 6.3912	 6.5421	 6.4740	 6.6395	 6.6107	 6.7507	 6.5168	 6.3397	 6.5508
ADAMTS2	 5.4117	 5.6615	 5.6326	 5.8877	 5.7610	 5.9263	 5.7494	 5.6655	 5.6636	 5.6803	 5.7102	 5.5658	 5.5708	 5.5874	 5.8218	 5.6654	 5.9554	 5.8005	 5.8447	 5.5873	 5.7717	 5.5681	 5.5382	 5.5623	 5.8368	 5.7699	 5.6649	 5.5520	 5.5383	 5.8822	 5.6509	 5.6869	 5.8563	 5.7583	 5.6352	 5.5789
ADAMTS20	 3.8787	 3.6717	 3.5101	 3.6521	 3.9470	 3.7796	 3.7690	 3.6415	 3.5958	 3.7289	 3.6475	 3.5918	 3.5869	 3.7100	 3.7428	 3.9308	 3.6663	 3.4339	 3.8820	 3.9650	 3.5703	 3.7263	 3.6479	 3.5847	 3.6864	 3.5788	 3.9722	 3.6023	 3.7203	 3.7220	 3.6111	 3.7494	 3.8234	 3.7512	 3.7018	 3.5917
ADAMTS3	 3.7031	 3.6766	 3.5515	 3.7167	 3.5343	 3.6335	 3.6873	 3.9095	 3.7093	 3.7211	 3.8643	 3.3615	 3.5572	 3.6477	 3.8853	 3.5968	 4.0215	 3.5827	 3.6741	 3.7108	 3.4507	 3.5251	 3.5277	 3.4026	 4.0400	 4.1039	 3.7658	 3.5970	 3.9314	 3.2610	 3.7105	 3.6518	 3.9183	 3.7152	 3.5491	 3.5251
ADAMTS4	 6.5495	 6.1537	 6.2881	 6.2079	 6.5592	 6.4358	 6.3360	 6.2726	 6.0803	 6.1531	 6.2622	 5.9752	 6.4421	 6.0444	 6.3813	 6.2479	 6.6789	 6.3033	 6.1001	 6.2321	 6.5144	 6.5134	 6.1371	 6.2722	 6.6351	 6.1606	 6.0812	 6.1716	 6.2910	 6.3684	 6.2073	 6.4301	 6.3013	 6.1091	 6.3461	 6.3758
ADAT1	 8.5059	 8.2004	 7.8783	 7.5990	 9.0073	 9.1400	 8.7704	 7.7830	 7.6792	 8.1757	 8.0504	 8.1039	 8.0834	 8.3405	 8.3873	 8.3161	 8.2021	 8.3423	 8.3268	 8.3636	 8.2178	 8.2576	 8.0747	 8.3268	 8.0938	 8.1643	 8.2213	 8.2085	 8.1568	 8.1896	 8.4728	 8.0963	 8.3093	 8.1800	 8.1909	 8.1840
ADAT2	 5.9836	 6.2175	 6.2692	 6.0283	 5.9201	 5.8217	 6.0572	 5.9710	 6.0931	 6.1190	 6.1211	 5.9686	 6.0437	 5.8971	 6.1339	 6.1437	 6.1674	 5.9833	 6.0002	 5.9947	 6.2899	 6.2247	 6.0639	 6.0761	 5.8816	 5.9975	 6.0787	 6.1710	 6.2484	 5.8058	 5.9922	 6.3231	 5.8140	 6.1853	 6.0137	 6.0262
ADAT3	 6.6728	 6.6188	 6.6458	 6.5154	 7.6308	 7.7006	 7.4936	 7.0942	 7.0809	 7.0007	 6.9918	 6.9568	 6.9307	 6.8502	 7.0910	 6.9592	 7.1992	 6.8344	 7.1235	 7.0549	 6.9851	 6.9093	 6.9975	 7.0530	 6.8556	 7.1278	 7.0375	 6.8694	 6.8117	 6.8433	 7.1141	 7.1918	 7.1568	 6.8171	 6.8843	 6.8231
ADC	 6.8062	 6.5168	 6.4939	 6.5171	 6.5322	 6.4211	 6.4715	 6.6283	 6.6503	 6.4161	 6.5786	 6.3998	 6.5663	 6.4871	 6.7176	 6.5255	 6.6400	 6.4830	 6.8456	 6.5660	 6.5950	 6.7345	 6.4737	 6.4931	 6.4260	 6.6910	 6.2527	 6.7995	 6.5955	 6.3577	 6.5168	 6.5200	 6.5468	 6.6119	 6.5209	 6.6201
ADCK1	 6.8128	 7.0685	 7.1830	 6.8932	 7.5532	 7.6339	 7.6628	 7.7743	 7.8650	 7.5581	 7.7469	 7.4643	 7.3387	 7.4374	 7.4492	 7.1853	 7.3292	 6.9057	 7.1813	 7.0931	 7.1686	 7.0181	 7.5382	 7.7126	 7.8797	 7.5197	 7.6562	 7.3055	 7.0716	 7.0141	 7.5725	 7.3422	 7.8983	 7.0755	 7.1616	 7.1541
ADCK2	 7.3371	 7.4285	 7.4575	 7.2533	 8.0743	 8.1312	 8.2642	 7.8210	 7.8515	 7.9406	 7.8652	 7.6990	 7.7925	 7.6893	 7.7179	 7.6404	 7.7967	 7.7516	 7.5412	 7.6419	 7.6014	 7.5765	 7.8068	 7.9165	 7.8431	 7.7610	 7.7864	 7.6065	 7.4680	 7.6180	 7.9506	 7.9723	 7.7204	 7.5542	 7.5996	 7.5386
ADCK3	 7.3586	 7.1899	 7.2425	 7.0931	 6.6515	 6.6598	 6.6479	 6.8197	 6.7749	 6.8165	 6.6401	 6.8572	 6.8311	 7.1717	 6.9119	 6.7411	 6.9819	 6.7916	 6.5802	 6.8883	 6.7728	 6.9311	 6.9587	 7.1704	 6.7706	 7.0951	 7.1995	 6.9171	 6.9060	 7.1040	 6.7561	 6.8597	 6.9521	 7.0798	 6.8835	 6.9638
ADCK4	 5.8645	 6.0402	 5.9583	 5.7826	 6.1829	 6.1932	 6.1493	 6.2128	 6.3809	 6.1312	 6.1915	 6.2055	 6.0910	 6.0933	 5.9205	 6.0364	 6.1441	 5.9926	 6.2488	 6.0613	 6.0341	 5.8586	 5.9270	 5.9466	 6.0675	 6.4708	 6.2108	 6.2363	 5.9169	 5.9044	 6.1855	 6.1682	 6.0794	 6.1518	 5.9426	 5.9633
ADCK5	 6.5422	 6.3851	 6.7664	 6.4004	 6.6626	 6.6527	 6.6739	 7.0651	 7.3405	 6.9302	 6.7786	 6.7959	 6.5603	 6.7901	 6.8084	 6.9287	 6.4290	 6.6926	 6.8373	 6.4788	 6.4759	 6.7323	 6.6965	 6.6788	 6.8927	 6.9558	 6.7465	 6.7094	 6.5754	 6.5795	 6.7645	 6.7867	 6.8968	 6.4167	 6.9038	 6.5437
ADCY1	 6.4838	 6.6994	 6.0427	 5.9628	 5.7578	 5.7609	 5.5330	 6.8436	 6.9722	 7.5989	 7.5076	 7.1172	 7.0515	 7.2773	 5.8004	 6.0029	 6.0086	 7.0115	 7.1570	 6.9572	 6.9638	 7.0319	 6.0103	 6.0030	 6.0694	 6.1371	 6.0885	 6.8510	 6.8492	 6.7388	 6.2971	 6.3577	 6.1641	 6.8510	 6.6509	 6.9371
ADCY10	 4.1915	 4.2519	 4.3829	 4.2527	 4.3610	 4.1877	 4.2095	 4.3341	 4.4027	 4.2815	 4.4103	 4.2674	 4.1598	 4.2099	 4.3832	 4.3758	 4.3098	 4.2150	 4.5384	 4.0777	 4.0789	 4.2328	 4.4816	 4.0656	 4.2154	 4.5379	 4.4000	 4.2701	 4.3075	 4.1372	 4.1172	 4.3183	 4.5557	 4.1574	 4.3246	 4.2327
ADCY10P1	 5.7052	 5.3947	 5.2494	 5.2571	 5.6484	 5.6099	 5.7190	 5.5250	 5.2665	 5.2640	 5.2880	 5.5631	 5.5420	 5.1413	 5.4175	 5.4575	 5.5485	 5.6300	 5.1943	 5.3912	 5.6069	 5.5353	 5.1382	 5.3554	 5.2717	 5.6147	 5.7120	 5.0992	 5.2972	 5.9062	 5.3204	 5.4611	 5.5857	 5.4678	 5.2901	 5.5447
ADCY2	 5.1292	 5.0622	 5.3664	 5.4416	 5.1319	 5.1776	 5.1554	 5.1377	 4.9975	 5.2041	 5.1822	 5.1640	 5.2624	 5.0821	 5.2882	 5.0981	 5.2645	 5.3087	 5.2484	 5.1852	 5.1592	 5.4673	 4.9849	 5.0891	 5.3185	 5.2285	 4.9423	 5.2669	 5.0912	 5.3610	 5.2033	 5.0885	 5.1483	 5.1845	 5.3258	 5.2089
ADCY3	 7.1738	 7.0276	 7.0677	 6.9585	 7.2450	 7.2714	 7.5184	 7.3543	 7.3546	 7.4652	 7.3966	 7.3307	 7.5993	 7.4675	 7.0145	 7.0413	 7.0908	 7.3598	 7.2616	 7.2566	 7.3968	 7.1804	 7.3629	 7.1149	 7.1791	 7.2652	 7.1964	 7.2725	 7.2289	 7.2686	 7.1892	 7.2318	 7.3532	 7.4642	 7.1674	 7.1385
ADCY4	 6.5621	 6.4577	 6.3700	 6.4894	 6.9466	 7.0358	 6.7512	 6.8299	 6.9275	 6.7448	 6.7609	 6.7769	 6.7076	 6.6498	 6.4780	 6.5880	 6.9570	 6.6781	 6.6362	 6.7471	 6.6126	 6.6119	 6.7247	 6.6857	 6.6539	 7.0050	 6.5740	 6.4014	 6.7811	 6.6424	 6.9671	 6.6679	 6.6976	 6.6900	 6.3331	 6.8018
ADCY5	 6.1328	 5.9541	 5.8534	 6.0335	 5.6479	 5.7526	 5.7241	 6.4418	 6.4578	 6.3444	 6.1781	 6.0679	 6.0294	 5.8101	 6.1558	 6.0504	 6.2480	 6.2284	 6.2266	 6.4782	 6.4425	 6.0365	 5.8156	 5.6700	 6.1322	 5.7961	 5.7767	 6.1013	 6.0309	 6.1911	 6.2010	 5.8068	 6.0305	 6.1475	 5.9767	 6.1991
ADCY6	 8.3695	 8.1567	 8.0548	 7.8650	 8.5170	 8.6783	 8.4573	 8.0162	 8.3715	 7.9601	 7.9967	 7.9663	 8.0267	 7.8718	 8.3972	 8.7167	 8.1419	 7.9638	 8.1517	 8.2380	 8.0168	 8.0050	 8.3211	 8.1832	 8.2722	 8.5110	 8.2049	 8.2062	 7.9101	 8.0552	 8.4091	 8.2586	 8.2813	 8.1652	 8.0467	 7.9595
ADCY7	 6.7032	 6.4583	 6.3418	 6.3230	 6.0247	 5.9816	 5.9991	 5.6489	 5.7850	 5.7173	 5.8889	 6.2447	 6.2004	 6.3193	 5.9289	 5.8200	 6.1935	 6.2628	 5.9831	 6.1045	 6.0648	 6.1038	 6.4360	 6.1583	 6.0236	 6.1316	 5.9097	 6.0964	 6.3461	 6.3349	 6.0192	 6.0652	 5.8449	 6.2865	 6.3415	 6.1494
ADCY8	 5.1251	 5.3442	 5.4520	 5.0754	 5.7278	 5.8428	 5.5509	 5.9550	 6.0347	 5.6699	 5.6637	 5.5659	 5.7242	 5.7775	 5.2862	 5.3454	 5.6983	 5.4504	 6.0486	 5.6837	 5.2735	 5.4230	 5.7527	 5.2619	 5.4446	 5.8490	 5.4751	 5.5320	 5.3648	 5.5890	 5.7761	 5.5251	 5.6104	 5.2635	 5.8146	 5.4078
ADCY9	 6.4828	 6.4464	 6.3838	 6.2084	 6.3916	 6.4378	 6.4344	 6.7785	 6.8926	 7.0147	 7.1117	 6.8222	 6.7235	 6.6652	 6.4813	 6.6355	 6.4012	 6.9383	 7.0761	 6.8501	 6.8792	 6.9970	 6.0758	 6.3537	 6.3331	 6.2751	 6.4365	 6.6058	 6.7189	 6.7936	 6.5287	 6.7781	 6.3038	 6.5754	 6.7773	 6.7655
ADCYAP1	 5.1283	 5.0292	 4.8968	 5.0087	 4.7896	 4.8848	 4.7386	 5.0480	 4.8276	 4.7582	 5.0271	 4.9650	 5.0305	 4.7504	 4.8152	 4.9984	 5.0266	 4.8090	 5.1556	 5.1851	 4.8217	 4.8099	 4.5564	 4.9381	 5.2205	 5.0754	 4.7386	 4.8799	 5.1390	 4.8787	 4.8816	 4.8831	 4.9239	 4.9121	 4.9114	 5.0741
ADCYAP1R1	 5.1883	 5.3515	 5.3249	 5.4829	 5.6550	 5.5103	 5.5260	 5.2721	 5.2333	 5.2865	 5.4829	 5.3109	 5.4656	 5.2164	 5.2809	 5.3583	 5.6541	 5.4229	 5.3599	 5.3241	 5.2450	 5.3904	 5.1982	 5.3603	 5.8570	 5.4702	 5.1823	 5.4161	 5.1163	 5.4882	 5.4264	 5.3645	 5.4746	 5.3579	 5.2911	 5.3717
ADD1	 7.8974	 7.7598	 7.9283	 7.4496	 7.4664	 7.4749	 7.4904	 7.9771	 8.1765	 8.0786	 7.9564	 7.6913	 7.7179	 7.6808	 7.8510	 8.0104	 7.8349	 7.9589	 8.0450	 7.9050	 7.9785	 8.0377	 7.6111	 7.7128	 7.5123	 7.6733	 7.5427	 7.8734	 7.8221	 7.8170	 7.6551	 7.9198	 7.6988	 7.8767	 7.8523	 7.7836
ADD2	 5.9120	 5.8231	 5.7781	 5.9262	 5.7783	 5.8461	 5.7012	 6.0693	 5.8121	 5.8519	 5.8383	 5.8635	 5.7761	 5.7271	 5.8549	 5.7600	 6.1039	 5.9460	 5.8760	 5.8504	 5.7966	 5.8431	 5.8737	 5.7991	 5.8786	 5.8186	 5.7937	 5.7382	 5.9634	 5.8280	 5.8944	 5.8105	 5.8510	 5.8003	 5.8496	 5.8796
ADD3	 8.1896	 7.9450	 7.4051	 7.4759	 6.8702	 6.8766	 6.8902	10.1165	10.2223	 9.7523	 9.6103	 6.8108	 6.9480	 6.8317	 9.2734	 9.4520	 9.3661	 7.4556	 7.3717	 7.3863	 7.5474	 7.5818	 8.7673	 8.7835	 8.7573	 8.6137	 8.8720	 7.3967	 7.4006	 7.4399	 8.6612	 8.9951	 8.7885	 7.4211	 7.3876	 7.4284
ADGB	 3.4585	 3.3318	 3.4895	 3.4131	 3.4748	 3.4857	 3.3636	 3.5124	 3.3095	 3.4614	 3.3762	 3.4941	 3.2618	 3.5206	 3.3305	 3.4720	 3.4163	 3.2671	 3.1848	 3.5262	 3.2452	 3.3918	 3.3301	 3.6036	 3.5122	 3.4596	 3.6383	 3.4476	 3.4138	 3.2848	 3.4812	 3.5262	 3.3418	 3.3875	 3.3580	 3.4006
ADH1A	 4.1257	 4.4194	 4.8050	 4.3490	 3.8837	 3.9569	 3.9255	 4.9838	 4.2577	 4.6123	 4.5192	 4.6171	 4.0874	 4.4395	 4.1354	 4.2093	 4.6600	 4.6749	 4.4832	 4.3320	 4.2617	 4.1071	 4.4184	 4.3244	 4.5859	 4.1389	 4.2547	 4.5764	 4.5505	 4.0487	 4.2318	 4.2402	 4.5013	 4.0726	 4.3922	 4.7106
ADH1B	 3.6311	 3.7268	 3.6697	 3.9304	 3.7082	 3.7138	 3.6678	 3.8636	 3.7775	 3.8793	 3.7797	 3.8785	 3.6164	 3.6545	 3.7883	 3.7817	 3.7854	 3.9104	 3.6344	 3.7599	 3.6438	 3.5962	 3.7590	 3.7645	 3.8987	 3.8529	 3.6880	 3.8181	 3.6647	 3.6802	 3.7735	 3.6414	 3.9268	 3.6075	 3.7980	 3.7576
ADH1C	 4.3741	 4.1370	 4.5461	 4.4693	 4.5268	 4.6219	 4.3448	 4.8309	 4.6201	 4.3524	 4.6636	 4.4130	 4.3627	 4.4039	 4.4167	 4.6193	 4.7286	 4.3103	 5.2164	 4.1260	 4.0788	 5.0939	 4.2306	 4.9105	 4.7117	 4.0558	 4.1732	 4.4125	 4.6484	 4.3219	 4.5637	 4.7326	 4.2651	 4.5501	 4.3322	 4.5005
ADH4	 4.1993	 4.1617	 4.3194	 4.0813	 4.2428	 4.3167	 4.1854	 4.3575	 4.3784	 4.2923	 4.3365	 4.3055	 4.2550	 4.1367	 4.1783	 4.2458	 4.4243	 4.1409	 4.3533	 4.3633	 4.3302	 4.2938	 4.1640	 4.2939	 4.1570	 4.2797	 4.2000	 4.3613	 4.2610	 4.1128	 4.2160	 4.2983	 4.2962	 4.2314	 4.2679	 4.2358
ADH5	 9.1348	 8.9012	 9.0798	 8.6729	 8.8675	 8.7530	 8.8158	 9.0484	 9.2206	 9.3008	 9.2253	 8.7386	 8.8003	 8.8651	 9.1955	 9.0606	 9.1172	 8.6116	 8.7107	 8.6263	 8.9509	 8.7488	 9.2535	 9.1669	 9.1185	 9.1673	 9.2744	 8.7802	 8.8854	 8.7946	 9.1821	 9.1445	 8.9904	 8.7830	 8.8503	 8.8270
ADH6	 4.6098	 4.6405	 5.0665	 4.6242	 4.5581	 4.7041	 4.6401	 4.7678	 4.6660	 4.7438	 4.8266	 4.5236	 4.5966	 4.8515	 4.6112	 4.8227	 4.8763	 4.6569	 5.0196	 4.7068	 4.6477	 4.6310	 4.8013	 4.4141	 4.9495	 4.6291	 4.6806	 4.7560	 4.7249	 4.6628	 4.7047	 4.5990	 4.8346	 4.7165	 4.7876	 4.6396
ADH7	 4.7617	 5.0752	 5.5027	 5.2656	 5.1795	 5.1208	 5.1064	 5.1719	 5.1410	 5.2398	 5.2430	 5.0271	 5.0297	 4.9973	 5.3218	 5.0981	 5.3832	 5.3658	 4.9070	 4.8988	 5.0620	 4.8782	 5.3629	 5.0370	 5.1998	 5.4033	 5.3141	 5.1429	 5.0654	 4.9845	 5.3222	 5.3107	 5.0316	 5.1254	 5.0876	 4.9798
ADHFE1	 7.2793	 7.6017	 7.4993	 7.3896	 6.8937	 6.7975	 6.8536	 7.2876	 7.2587	 7.0297	 7.0767	 7.0080	 7.0023	 6.8470	 7.3533	 7.2593	 7.3617	 6.8617	 6.8850	 6.4238	 6.6893	 6.4043	 7.5532	 7.3221	 7.9784	 7.6878	 7.5802	 6.9658	 6.9860	 7.0210	 7.1596	 7.5251	 7.1740	 6.8580	 7.1230	 6.9918
ADI1	 9.2567	 8.8606	 8.9104	 8.9595	12.1708	12.2223	12.0482	11.9094	12.0425	11.6067	11.5100	10.3970	10.5031	10.4367	10.9566	10.8693	11.0321	10.7959	10.6184	10.7965	10.8124	10.8162	10.5963	10.6677	10.6063	10.6444	10.6372	10.0737	10.1072	10.1100	11.3685	11.3129	11.2226	10.0636	10.1027	10.1246
ADIG	 6.2535	 6.2289	 6.5407	 6.2962	 6.6261	 6.6624	 6.3619	 6.8109	 6.6435	 6.9961	 6.7878	 6.5065	 6.4481	 6.3707	 6.6876	 6.3848	 6.8388	 6.7424	 6.7134	 6.3290	 6.5904	 6.3541	 6.3921	 6.6775	 6.6866	 6.4397	 6.4688	 6.4972	 6.4142	 6.4321	 6.7406	 6.6503	 6.5021	 6.5058	 6.1705	 6.6672
ADIPOQ	 3.6699	 3.5896	 3.6050	 3.6421	 3.8526	 3.7371	 3.7296	 3.7882	 3.6139	 3.6721	 3.7602	 3.5727	 3.5342	 3.5710	 3.5024	 3.9642	 3.9050	 3.6963	 3.5985	 3.4469	 3.6422	 3.5855	 3.6591	 3.7172	 3.7532	 3.8175	 3.8327	 3.7602	 3.6486	 3.3797	 4.3208	 3.3753	 3.5650	 3.6646	 3.6695	 3.4543
ADIPOR1	10.3109	 9.9893	10.2154	10.0282	10.3626	10.4822	10.2827	 9.9477	10.0682	 9.9698	 9.7185	10.3042	10.1078	10.2699	 9.9422	10.0953	10.0980	10.0627	10.3968	10.2446	10.1067	10.0910	 9.9622	10.1679	 9.9814	10.2231	10.1262	10.1228	10.2027	10.2064	10.1312	10.0473	10.1071	10.0889	10.2271	10.2159
ADIPOR2	 9.0043	 8.9032	 8.9709	 8.8117	11.4663	11.4202	11.6211	10.2567	10.5153	10.4373	10.3701	 9.5798	 9.8413	 9.5246	10.3832	10.1807	10.5873	 9.8806	 9.9263	 9.7163	 9.7296	 9.9068	10.2386	10.1825	10.1828	10.2439	10.1541	 9.5159	 9.4223	 9.5106	10.5521	10.4363	10.6595	 9.4156	 9.5574	 9.4759
ADK	 9.0087	 8.6408	 8.4554	 8.4547	 9.8826	 9.8258	 9.9963	 8.3605	 8.4825	 8.3728	 8.2196	 8.5830	 8.5041	 8.8223	 9.0768	 9.1573	 8.9344	 8.9878	 8.4748	 9.0768	 9.1232	 8.4632	 8.9902	 8.9641	 8.6959	 8.5836	 9.1035	 8.6667	 8.7593	 8.7227	 9.0584	 8.9185	 8.9522	 8.5596	 8.7926	 8.7965
ADM	 8.0965	 8.1202	 8.3372	 8.2397	 6.5779	 6.6623	 6.7391	 7.1961	 7.2060	 6.3445	 6.9846	 6.1208	 5.9701	 6.6918	 8.1543	 8.1130	 8.4313	 6.6113	 6.3225	 6.4136	 6.3310	 6.5551	 8.4155	 7.9527	 8.0318	 7.8275	 8.0078	 7.0756	 7.0439	 6.8329	 7.4302	 7.5709	 7.5278	 6.9199	 7.0787	 6.9537
ADM2	 7.2197	 7.1555	 6.9339	 6.9540	 7.4583	 7.5093	 7.2075	 7.0195	 7.2470	 7.1478	 7.0699	 7.3417	 7.1158	 7.3221	 7.1655	 7.0114	 7.0697	 7.2270	 7.2130	 7.2119	 7.2038	 6.9905	 7.1441	 7.1391	 7.4315	 7.1800	 6.9695	 7.2926	 6.9886	 7.1910	 7.0769	 7.3513	 7.1258	 7.1363	 7.0410	 7.2949
ADNP	10.0637	 9.4021	 9.1333	 8.9788	 9.4812	 9.3704	 9.7056	 9.9235	10.0423	10.0318	 9.7688	 9.6904	 9.8613	 9.7984	 9.3792	 9.5442	 9.4485	 9.6698	 9.4411	 9.6552	 9.7416	 9.6967	 9.6601	 9.6541	 9.5555	 9.4657	 9.6637	 9.6189	 9.5573	 9.6069	 9.7324	 9.8231	 9.3835	 9.6852	 9.5760	 9.5218
ADNP2	 8.8759	 9.3029	 9.3453	 9.1703	 7.9079	 8.0311	 8.0543	 7.8906	 8.1168	 8.0896	 8.0291	 8.6577	 8.6571	 8.5802	 8.2939	 8.4728	 8.4581	 8.5357	 8.6299	 8.6484	 8.7452	 8.7155	 8.5342	 8.4266	 8.3284	 8.2014	 8.4343	 8.7923	 8.8007	 8.8730	 8.2663	 8.2821	 8.1054	 8.8508	 8.7547	 8.8604
ADO	 8.5944	 8.4345	 8.5212	 8.2770	 8.7288	 8.6847	 8.7888	 7.7723	 7.9431	 8.0015	 7.9877	 8.3177	 8.3201	 8.5159	 8.4381	 8.3141	 8.3336	 8.5241	 8.2401	 8.6445	 8.8249	 8.7508	 8.2680	 8.1143	 7.9052	 7.9698	 8.4907	 8.5050	 8.4636	 8.5227	 8.3514	 8.3010	 8.0959	 8.4598	 8.5374	 8.4941
ADORA1	 5.9607	 5.9349	 6.1116	 6.0963	 6.3286	 6.2277	 6.1775	 6.6475	 6.4783	 6.2377	 6.4534	 6.3199	 6.0996	 6.2836	 6.1838	 6.0964	 6.3260	 5.9299	 6.2175	 6.2355	 6.3042	 6.1097	 6.3469	 6.3182	 6.1613	 6.4970	 6.0619	 6.1503	 6.1059	 6.1446	 6.7439	 6.0358	 6.1287	 5.9711	 6.3031	 6.1266
ADSL	 9.4973	 9.5466	 9.4946	 9.3152	10.7504	10.6996	10.7339	 9.4717	 9.5997	 9.6536	 9.7284	 9.9908	10.0701	10.1051	 9.5831	 9.6395	 9.6908	 9.8606	 9.9626	 9.8560	 9.8492	 9.8962	 9.8012	 9.8498	 9.7599	 9.8953	 9.7350	 9.7732	 9.7718	 9.8161	 9.8220	 9.9148	 9.9816	 9.7217	 9.7948	 9.8446
